cid,user_id,device,session_count,media,date_time,page
1132587258.1514269626,,desktop,5,organic,2019-02-18 13:05:38,/special/stress/
1132587258.1514269627,,desktop,6,organic,2019-02-18 14:04:57,/prod/prod_id_13/
1132587258.1514269628,,desktop,6,organic,2019-02-18 14:06:32,/prod/prod_id_5/
1200132014.1485331520,,desktop,1,cpc,2018-12-28 10:57:11,/special/diet/
1200132015.1485331520,,desktop,1,cpc,2019-01-19 09:20:04,/prod/prod_id_1/
1200132016.1485331520,,desktop,1,cpc,2019-02-02 13:50:17,/special/stress/
1200132017.1485331520,,desktop,1,cpc,2019-02-07 09:35:18,/prod/prod_id_1/
1200132018.1485331520,,desktop,1,cpc,2019-03-06 07:37:30,/prod/prod_id_1/
1200132019.1485331520,,desktop,1,cpc,2019-03-06 16:00:03,/prod/prod_id_14/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:05:50,/special/stress/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:06:07,/prod/prod_id_14/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:06:24,/prod/prod_id_9/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:06:43,/prod/prod_id_10/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:06:58,/prod/prod_id_12/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:07:10,/prod/prod_id_6/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:07:21,/special/stress/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:07:35,/prod/prod_id_2/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:07:49,/prod/prod_id_11/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:08:02,/prod/prod_id_10/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:08:14,/prod/prod_id_6/
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:08:50,/prod/prod_id_12/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:09:41,/prod/prod_id_15/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:10:41,/prod/prod_id_4/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:14:52,/prod/prod_id_15/?sys=abc123
1200432043.1498702820,12397,mobile,1,organic,2018-09-22 08:14:55,/cart/
1200432043.1498702820,12397,mobile,2,organic,2019-04-17 09:34:46,/special/diet/
1200432043.1498702820,12397,mobile,3,organic,2019-04-17 12:07:47,/prod/prod_id_15/?sys=abc123
1200432043.1498702820,12397,mobile,4,organic,2019-04-18 13:59:14,/special/diet/
1200432043.1498702820,12397,mobile,5,organic,2019-04-18 15:21:35,/
1201511151.1545182220,12438,desktop,1,organic,2017-12-21 12:57:09,/prod/prod_id_3/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:05:38,/prod/prod_id_14/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:05:54,/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:06:28,/prod/prod_id_1/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:06:36,/prod/prod_id_13/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:06:48,/prod/prod_id_1/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:06:52,/prod/prod_id_5/?sys=abc123
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:07:04,/prod/prod_id_1/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:07:54,/special/stress/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:08:10,/prod/prod_id_1/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:08:49,/prod/prod_id_2/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:10:06,/prod/prod_id_1/?sys=abc123
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:10:16,/prod/prod_id_5/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:10:31,/prod/prod_id_1/
1201511151.1545182220,12438,desktop,2,organic,2018-06-01 18:10:38,/prod/prod_id_2/?sys=abc123
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:27:00,/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:27:41,/special/diet/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:27:50,/prod/prod_id_2/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:28:38,/special/diet/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:29:09,/prod/prod_id_2/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:29:24,/prod/prod_id_2/?sys=abc123
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:30:04,/prod/prod_id_2/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:30:54,/cart/
1201596159.1484816420,12485,desktop,1,organic,2018-04-09 12:31:04,/thank_you/
1201596159.1484816420,12485,desktop,2,organic,2018-04-23 10:58:47,/
1201596159.1484816420,12485,desktop,2,organic,2018-04-23 10:59:10,/prod/prod_id_1/
1201596159.1484816420,12485,desktop,2,organic,2018-04-23 10:59:21,/special/diet/
1201596159.1484816420,12485,desktop,3,organic,2018-05-10 13:37:12,/
1201596159.1484816420,12485,desktop,3,organic,2018-05-10 13:37:16,/special/diet/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:08:08,/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:08:12,/prod/prod_id_1/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:08:32,/prod/prod_id_5/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:14:01,/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:14:11,/prod/prod_id_2/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:18:11,/prod/prod_id_2/
1201596159.1484816420,12485,desktop,4,organic,2018-07-03 18:18:34,/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:22:40,/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:22:50,/prod/prod_id_1/?sys=abc123
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:23:02,/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:23:06,/prod/prod_id_1/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:25:05,/prod/prod_id_3/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:26:08,/prod/prod_id_1/?sys=abc123
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:27:11,/prod/prod_id_13/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:27:57,/special/diet/
1201596159.1484816420,12485,desktop,5,organic,2018-07-04 12:28:17,/cart/
1201596159.1484816420,12485,desktop,6,organic,2018-07-19 21:03:57,/prod/prod_id_7/
1201761176.1535521520,12492,desktop,1,organic,2017-06-05 10:03:12,/prod/prod_id_4/
1201761176.1535521520,12492,desktop,2,organic,2017-06-28 12:38:56,/prod/prod_id_7/?sys=abc123
1201761176.1535521520,12492,desktop,3,organic,2017-06-28 18:36:09,/prod/prod_id_7/
1201761176.1535521520,12492,desktop,3,organic,2017-06-28 18:40:15,/prod/prod_id_6/
1201761176.1535521520,12492,desktop,4,organic,2017-08-07 16:30:44,/prod/prod_id_13/
1201761176.1535521520,12492,desktop,5,organic,2019-01-30 16:05:24,/prod/prod_id_9/
1201841184.1523346120,12544,desktop,2,referral,2017-07-03 08:55:58,/prod/prod_id_3/
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:19:32,/
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:19:43,/prod/prod_id_14/
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:21:37,/prod/prod_id_2/
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:21:45,/prod/prod_id_8/?sys=abc123
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:22:54,/prod/prod_id_13/
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:23:09,/prod/prod_id_13/?sys=abc123
1201841184.1523346120,12544,desktop,3,referral,2017-07-28 11:26:40,/prod/prod_id_13/
1201841184.1523346120,12544,desktop,4,organic,2017-07-28 11:27:21,/prod/prod_id_8/
1201841184.1523346120,12544,desktop,5,organic,2017-08-04 17:56:52,/
1201841184.1523346120,12544,desktop,5,organic,2017-08-04 17:57:03,/special/diet/
1201841184.1523346120,12544,desktop,5,organic,2017-08-04 17:57:14,/prod/prod_id_10/?sys=abc123
1201841184.1523346120,12544,desktop,6,organic,2017-08-07 12:10:06,/prod/prod_id_8/
1201841184.1523346120,12544,desktop,7,organic,2017-08-08 10:11:29,/
1201841184.1523346120,12544,desktop,7,organic,2017-08-08 10:11:32,/special/diet/
1201841184.1523346120,12544,desktop,8,organic,2017-08-10 13:57:00,/prod/prod_id_13/
1201841184.1523346120,12544,desktop,8,organic,2017-08-10 13:57:05,/
1201841184.1523346120,12544,desktop,8,organic,2017-08-10 13:57:25,/cart/
1201841184.1523346120,12544,desktop,9,organic,2017-10-05 10:04:23,/prod/prod_id_8/
1201841184.1523346120,12544,desktop,10,organic,2017-12-15 14:35:48,/prod/prod_id_10/
1201973197.1538096520,,mobile,1,(none),2017-12-19 16:39:11,/
1201973197.1538096520,,mobile,1,(none),2017-12-19 16:39:23,/special/diet/
1201973197.1538096520,,mobile,1,(none),2017-12-19 16:39:25,/special/diet/
1201973197.1538096520,,mobile,1,(none),2017-12-19 16:39:59,/prod/prod_id_2/
1201973197.1538096520,,mobile,1,(none),2017-12-19 16:40:21,/prod/prod_id_2/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:01:02,/special/diet/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:01:06,/special/diet/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:01:28,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:01:32,/prod/prod_id_2/?sys=abc123
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:01:51,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:02:01,/prod/prod_id_2/?sys=abc123
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:03:51,/cart/
1201973197.1538096520,12664,mobile,2,(none),2017-12-27 10:04:01,/thank_you/
1201973197.1538096520,12664,mobile,3,(none),2017-12-28 14:54:16,/
1201973197.1538096520,12664,mobile,3,(none),2017-12-28 14:54:25,/special/diet/
1201973197.1538096520,12664,mobile,3,(none),2017-12-28 15:01:36,/special/diet/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:15,/special/diet/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:21,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:25,/prod/prod_id_2/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:34,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:45,/prod/prod_id_5/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:51:57,/prod/prod_id_13/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:52:02,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:52:13,/prod/prod_id_10/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:52:34,/prod/prod_id_1/?sys=abc123
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:52:47,/prod/prod_id_2/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 15:53:15,/prod/prod_id_2/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 16:03:19,/special/diet/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 16:03:22,/special/diet/
1201973197.1538096520,12664,mobile,4,(none),2017-12-28 16:03:32,/cart/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:02:29,/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:03:03,/prod/prod_id_13/?sys=abc123
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:05:16,/prod/prod_id_12/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:05:39,/prod/prod_id_7/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:07:42,/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:08:05,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:08:29,/prod/prod_id_10/
1201973197.1538096520,12664,mobile,5,(none),2018-01-04 13:08:40,/prod/prod_id_1/
1201973197.1538096520,12664,mobile,6,(none),2018-01-12 14:33:03,/special/diet/
1201973197.1538096520,12664,mobile,6,(none),2018-01-12 14:33:06,/prod/prod_id_13/?sys=abc123
1201973197.1538096520,12664,mobile,7,(none),2018-01-12 15:16:20,/prod/prod_id_1/?sys=abc123
1201973197.1538096520,12664,mobile,7,(none),2018-01-12 15:16:23,/prod/prod_id_3/
1201973197.1538096520,12664,mobile,8,(none),2018-01-26 09:09:44,/special/diet/
1201973197.1538096520,12664,mobile,9,(none),2018-01-31 17:19:42,/
1201973197.1538096520,12664,mobile,9,(none),2018-01-31 17:20:30,/special/diet/
1201973197.1538096520,12664,mobile,9,(none),2018-01-31 17:20:53,/prod/prod_id_2/
1201973197.1538096520,12664,mobile,10,(none),2018-02-08 10:38:41,/
1201973197.1538096520,12664,mobile,10,(none),2018-02-08 10:39:00,/prod/prod_id_12/
1201973197.1538096520,12664,mobile,10,(none),2018-02-08 10:39:15,/
1202211221.1533862220,,mobile,1,organic,2017-12-29 15:34:42,/special/diet/
1202211221.1533862220,,mobile,1,organic,2017-12-29 15:34:49,/prod/prod_id_2/
1202211221.1533862220,,mobile,1,organic,2017-12-29 15:34:55,/special/diet/
1202211221.1533862220,,mobile,1,organic,2017-12-29 15:35:39,/special/diet/
1202211221.1533862220,,mobile,1,organic,2017-12-29 15:36:43,/special/diet/
1202211221.1533862220,,mobile,2,organic,2018-01-02 17:22:32,/special/diet/
1203071307.1542359300,,desktop,1,organic,2017-09-20 20:26:04,/special/diet/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:19:29,/prod/prod_id_1/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:19:43,/prod/prod_id_12/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:19:45,/prod/prod_id_13/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:19:50,/prod/prod_id_12/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:20:29,/prod/prod_id_13/?sys=abc123
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:22:12,/prod/prod_id_1/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:22:49,/prod/prod_id_3/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:23:27,/prod/prod_id_1/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:23:30,/prod/prod_id_2/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:24:24,/prod/prod_id_1/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:24:35,/prod/prod_id_6/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:24:45,/cart/
1203713371.1495444420,12791,mobile,1,referral,2018-11-29 13:25:35,/thank_you/
1203713371.1495444420,12791,mobile,2,social,2019-01-09 19:55:07,/prod/prod_id_3/?sys=abc123
1203713371.1495444420,12791,mobile,3,social,2019-01-09 19:57:57,/prod/prod_id_3/
1203713371.1495444420,12791,mobile,4,referral,2019-02-06 19:54:25,/prod/prod_id_10/
1203713371.1495444420,12791,mobile,4,referral,2019-02-06 19:56:11,/prod/prod_id_7/?sys=abc123
1204873487.1528545220,12808,desktop,1,organic,2018-07-10 09:46:50,/
1204873487.1528545220,12808,desktop,1,organic,2018-07-10 09:46:55,/special/diet/
1204873487.1528545220,12808,desktop,2,organic,2018-07-10 16:17:07,/
1204873487.1528545220,12808,desktop,3,organic,2018-07-11 15:55:07,/
1204873487.1528545220,12808,desktop,3,organic,2018-07-11 15:56:26,/special/stress/
1204873487.1528545220,12808,desktop,3,organic,2018-07-11 15:56:54,/prod/prod_id_15/
1204873487.1528545220,12808,desktop,3,organic,2018-07-11 15:57:07,/special/diet/
1204873487.1528545220,12808,desktop,4,organic,2018-08-27 13:25:16,/
1204873487.1528545220,12808,desktop,4,organic,2018-08-27 13:26:07,/prod/prod_id_1/
1204873487.1528545220,12808,desktop,4,organic,2018-08-27 13:26:15,/prod/prod_id_2/
1205841584.1528181520,12854,desktop,1,organic,2017-11-09 09:30:30,/
1205841584.1528181520,12854,desktop,1,organic,2017-11-09 09:30:35,/prod/prod_id_1/?sys=abc123
1205841584.1528181520,12854,desktop,2,organic,2017-11-16 09:03:03,/
1205841584.1528181520,12854,desktop,2,organic,2017-11-16 09:03:08,/prod/prod_id_1/
1205841584.1528181520,12854,desktop,2,organic,2017-11-16 09:03:17,/prod/prod_id_5/
1205841584.1528181520,12854,desktop,3,organic,2017-12-15 13:20:04,/prod/prod_id_10/
1205841584.1528181520,12854,desktop,9,email,2018-03-29 09:23:30,/prod/prod_id_3/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:34:32,/prod/prod_id_4/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:36:22,/prod/prod_id_5/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:37:12,/prod/prod_id_11/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:38:44,/prod/prod_id_1/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:39:02,/cart/
1205841584.1528181520,12854,desktop,10,email,2018-04-16 15:40:01,/thank_you/
1205841584.1528181520,12854,desktop,11,referral,2018-05-23 17:32:56,/prod/prod_id_3/
1205881588.1391075320,,mobile,1,cpc,2018-11-06 16:27:00,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,1,organic,2018-04-11 07:43:00,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,1,organic,2018-04-11 07:49:11,/prod/prod_id_9/
1205905590.1541489220,13012,mobile,2,organic,2018-06-12 08:45:02,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:45:32,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:47:07,/prod/prod_id_12/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:47:21,/prod/prod_id_11/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:47:45,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:48:45,/cart/
1205905590.1541489220,13012,mobile,3,referral,2018-07-05 10:49:45,/thank_you/
1205905590.1541489220,13012,mobile,4,organic,2018-07-13 09:57:06,/prod/prod_id_14/
1205905590.1541489220,13012,mobile,4,organic,2018-07-13 09:57:45,/prod/prod_id_15/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:45:07,/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:45:44,/prod/prod_id_5/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:46:24,/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:46:31,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:46:35,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:46:53,/prod/prod_id_10/?sys=abc123
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:47:35,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:47:39,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:48:01,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:48:03,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:48:05,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:48:11,/prod/prod_id_11/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:48:33,/prod/prod_id_2/?sys=abc123
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:49:07,/prod/prod_id_11/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:49:16,/prod/prod_id_2/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:49:27,/prod/prod_id_5/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:50:14,/prod/prod_id_11/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:50:18,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:50:33,/prod/prod_id_6/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:50:55,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:51:55,/cart/
1205905590.1541489220,13012,mobile,5,organic,2018-07-17 00:52:55,/thank_you/
1205905590.1541489220,13012,mobile,6,organic,2018-07-17 07:01:13,/prod/prod_id_1/
1205905590.1541489220,13012,mobile,7,organic,2018-08-16 09:01:43,/prod/prod_id_13/
1205905590.1541489220,13012,mobile,8,organic,2018-08-16 12:01:02,/prod/prod_id_13/?sys=abc123
1206161616.1545114220,13076,desktop,1,cpc,2018-12-25 11:00:00,/prod/prod_id_4/
1206161616.1545114220,13076,desktop,2,organic,2019-01-04 12:12:30,/prod/prod_id_14/?sys=abc123
1206161616.1545114220,13076,desktop,2,organic,2019-01-04 12:12:43,/prod/prod_id_14/
1206161616.1545114220,13076,desktop,3,organic,2019-01-29 09:16:46,/prod/prod_id_14/
1206161616.1545114220,13076,desktop,4,cpc,2019-03-06 11:32:43,/prod/prod_id_2/
1206161616.1545114220,13076,desktop,5,organic,2019-04-24 11:56:50,/prod/prod_id_14/
1206161616.1545114220,13076,desktop,5,organic,2019-04-24 12:20:06,/prod/prod_id_14/
1206161616.1545114220,13076,desktop,6,organic,2019-06-07 10:38:22,/prod/prod_id_11/
1206161616.1545114220,13076,desktop,7,organic,2019-06-26 14:24:11,/prod/prod_id_5/
1206161616.1545114220,13076,desktop,8,organic,2019-07-02 15:09:13,/prod/prod_id_2/
1206161616.1545114220,13076,desktop,9,organic,2019-07-31 10:23:17,/prod/prod_id_2/
1206161616.1545114220,13076,desktop,10,cpc,2019-08-27 16:34:42,/prod/prod_id_2/
1207001700.1514213120,,mobile,1,cpc,2017-02-26 22:45:46,/prod/prod_id_1/
1207001700.1514213120,,mobile,2,cpc,2017-03-02 10:49:51,/prod/prod_id_1/
1207001700.1514213120,,mobile,3,(none),2017-03-14 19:43:25,/prod/prod_id_4/
1207001700.1514213120,,mobile,3,(none),2017-03-14 19:47:09,/prod/prod_id_12/?sys=abc123
1207001700.1514213120,,mobile,4,(none),2018-08-27 21:30:44,/prod/prod_id_14/
1207001700.1514213120,,mobile,4,(none),2018-08-27 21:46:53,/prod/prod_id_14/
1207001700.1514213120,,mobile,4,(none),2018-08-27 21:48:53,/prod/prod_id_4/
1207001700.1514213120,,mobile,4,(none),2018-08-27 21:48:59,/cart/
1207001700.1514213120,,mobile,5,(none),2018-10-03 12:35:24,/
1207001700.1514213120,,mobile,6,(none),2018-10-08 00:55:44,/
1207001700.1514213120,,mobile,7,(none),2019-01-03 10:23:10,/
1207701770.1496718920,,desktop,1,cpc,2018-11-02 20:33:59,/prod/prod_id_15/
1207701770.1496718920,,desktop,1,cpc,2018-11-02 20:34:02,/special/stress/
1207701770.1496718920,,desktop,2,(none),2018-11-08 22:33:28,/prod/prod_id_1/
1207701770.1496718920,,desktop,2,(none),2018-11-08 22:33:31,/special/stress/
1207701770.1496718920,,desktop,3,(none),2018-11-20 21:26:47,/prod/prod_id_13/
1207701770.1496718920,,desktop,3,(none),2018-11-20 21:26:53,/special/stress/
1207701770.1496718920,,desktop,4,(none),2018-11-30 20:26:35,/prod/prod_id_13/
1207701770.1496718920,,desktop,4,(none),2018-11-30 20:26:38,/special/stress/
1207701770.1496718920,,desktop,5,cpc,2018-12-04 19:05:36,/prod/prod_id_1/
1207701770.1496718920,,desktop,5,cpc,2018-12-04 19:05:40,/prod/prod_id_3/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 19:57:32,/prod/prod_id_6/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 19:58:14,/special/stress/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 20:01:33,/special/stress/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 20:01:35,/prod/prod_id_15/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 20:09:11,/prod/prod_id_14/?sys=abc123
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 20:19:00,/special/stress/
1207701770.1496718920,13241,desktop,6,organic,2018-12-13 20:19:03,/prod/prod_id_13/
1207701770.1496718920,13241,desktop,7,(none),2018-12-25 19:04:51,/prod/prod_id_6/?sys=abc123
1207701770.1496718920,13241,desktop,7,(none),2018-12-25 19:04:53,/special/stress/
1207701770.1496718920,13241,desktop,8,(none),2019-01-10 20:38:20,/prod/prod_id_15/
1207701770.1496718920,13241,desktop,8,(none),2019-01-10 20:38:23,/prod/prod_id_14/?sys=abc123
1207701770.1496718920,13241,desktop,8,(none),2019-01-10 20:38:27,/special/stress/
1207701770.1496718920,13241,desktop,9,cpc,2019-01-11 21:42:39,/prod/prod_id_6/
1207701770.1496718920,13241,desktop,9,cpc,2019-01-11 21:42:42,/
1207701770.1496718920,13241,desktop,9,cpc,2019-01-11 21:42:46,/special/stress/
1207701770.1496718920,13241,desktop,10,(none),2019-01-24 21:08:55,/prod/prod_id_13/
1207701770.1496718920,13241,desktop,10,(none),2019-01-24 21:08:57,/
1207701770.1496718920,13241,desktop,10,(none),2019-01-24 21:09:01,/special/stress/
1207701770.1496718920,13241,desktop,10,(none),2019-01-24 21:09:10,/prod/prod_id_13/?sys=abc123
1207701770.1496718920,13241,desktop,10,(none),2019-01-24 21:10:32,/prod/prod_id_13/
1207701770.1496718920,13241,desktop,11,email,2019-01-25 20:34:18,/prod/prod_id_1/
1207701770.1496718920,13241,desktop,11,email,2019-01-25 20:34:21,/
1207701770.1496718920,13241,desktop,11,email,2019-01-25 20:34:25,/special/stress/
1207701770.1496718920,13241,desktop,12,email,2019-01-31 18:47:02,/prod/prod_id_1/
1207701770.1496718920,13241,desktop,12,email,2019-01-31 18:47:04,/special/stress/
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:00:30,/special/diet/
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:01:24,/prod/prod_id_14/
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:03:17,/prod/prod_id_9/?sys=abc123
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:05:52,/prod/prod_id_14/
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:07:35,/prod/prod_id_5/
1208164816.1523244420,13244,desktop,1,organic,2017-01-19 18:07:51,/prod/prod_id_10/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:55:48,/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:55:56,/prod/prod_id_1/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:57:08,/prod/prod_id_2/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:57:28,/prod/prod_id_1/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:57:45,/special/stress/
1208164816.1523244420,13244,desktop,2,organic,2018-01-18 00:57:58,/prod/prod_id_15/
1209509950.1506495120,13252,desktop,1,organic,2018-09-12 23:29:02,/prod/prod_id_11/
1209509950.1506495120,13252,desktop,2,organic,2018-09-13 11:15:19,/prod/prod_id_11/
1209509950.1506495120,13252,desktop,2,organic,2018-09-13 11:16:33,/prod/prod_id_12/
